in s,C1 in V
3.020521E-02,4.752E-01
3.020572E-02,4.752E-01
3.020622E-02,4.654E-01
3.020673E-02,4.459E-01
3.020723E-02,4.947E-01
3.020774E-02,4.752E-01
3.020824E-02,4.752E-01
3.020875E-02,4.557E-01
3.020925E-02,4.752E-01
3.020976E-02,4.850E-01
3.021027E-02,4.459E-01
3.021077E-02,4.752E-01
3.021128E-02,4.947E-01
3.021178E-02,4.752E-01
3.021229E-02,4.947E-01
3.021279E-02,5.338E-01
3.021330E-02,4.947E-01
3.021380E-02,4.850E-01
3.021431E-02,4.850E-01
3.021482E-02,5.045E-01
3.021532E-02,4.947E-01
3.021583E-02,5.240E-01
3.021633E-02,5.143E-01
3.021684E-02,5.143E-01
3.021734E-02,4.850E-01
3.021785E-02,5.045E-01
3.021836E-02,5.045E-01
3.021886E-02,5.045E-01
3.021937E-02,5.436E-01
3.021987E-02,4.752E-01
3.022038E-02,4.947E-01
3.022088E-02,5.436E-01
3.022139E-02,5.240E-01
3.022189E-02,5.045E-01
3.022240E-02,4.947E-01
3.022291E-02,5.045E-01
3.022341E-02,4.947E-01
3.022392E-02,5.045E-01
3.022442E-02,4.752E-01
3.022493E-02,4.947E-01
3.022543E-02,4.850E-01
3.022594E-02,5.143E-01
3.022644E-02,5.338E-01
3.022695E-02,4.947E-01
3.022746E-02,5.143E-01
3.022796E-02,5.045E-01
3.022847E-02,5.436E-01
3.022897E-02,5.143E-01
3.022948E-02,5.045E-01
3.022998E-02,4.947E-01
3.023049E-02,5.338E-01
3.023100E-02,5.045E-01
3.023150E-02,4.654E-01
3.023201E-02,5.045E-01
3.023251E-02,5.143E-01
3.023302E-02,4.947E-01
3.023352E-02,5.143E-01
3.023403E-02,5.045E-01
3.023453E-02,5.045E-01
3.023504E-02,4.850E-01
3.023555E-02,4.947E-01
3.023605E-02,4.752E-01
3.023656E-02,4.947E-01
3.023706E-02,5.240E-01
3.023757E-02,5.045E-01
3.023807E-02,5.045E-01
3.023858E-02,5.436E-01
3.023908E-02,5.045E-01
3.023959E-02,5.143E-01
3.024010E-02,5.143E-01
3.024060E-02,5.143E-01
3.024111E-02,5.045E-01
3.024161E-02,5.045E-01
3.024212E-02,5.045E-01
3.024262E-02,5.338E-01
3.024313E-02,4.947E-01
3.024364E-02,5.143E-01
3.024414E-02,4.850E-01
3.024465E-02,5.143E-01
3.024515E-02,4.947E-01
3.024566E-02,5.240E-01
3.024616E-02,5.143E-01
3.024667E-02,5.240E-01
3.024717E-02,5.240E-01
3.024768E-02,5.338E-01
3.024819E-02,5.338E-01
3.024869E-02,5.240E-01
3.024920E-02,5.143E-01
3.024970E-02,5.436E-01
3.025021E-02,5.338E-01
3.025071E-02,5.143E-01
3.025122E-02,4.947E-01
3.025172E-02,5.143E-01
3.025223E-02,5.338E-01
3.025274E-02,5.045E-01
3.025324E-02,4.752E-01
3.025375E-02,5.045E-01
3.025425E-02,4.850E-01
3.025476E-02,5.045E-01
3.025526E-02,4.850E-01
3.025577E-02,5.045E-01
3.025628E-02,4.752E-01
3.025678E-02,5.045E-01
3.025729E-02,5.045E-01
3.025779E-02,5.045E-01
3.025830E-02,5.045E-01
3.025880E-02,5.045E-01
3.025931E-02,5.045E-01
3.025981E-02,5.045E-01
3.026032E-02,5.240E-01
3.026083E-02,5.240E-01
3.026133E-02,5.143E-01
3.026184E-02,5.338E-01
3.026234E-02,5.143E-01
3.026285E-02,5.436E-01
3.026335E-02,5.045E-01
3.026386E-02,5.045E-01
3.026436E-02,5.045E-01
3.026487E-02,4.947E-01
3.026538E-02,5.045E-01
3.026588E-02,4.947E-01
3.026639E-02,5.045E-01
3.026689E-02,4.947E-01
3.026740E-02,4.752E-01
3.026790E-02,4.947E-01
3.026841E-02,5.240E-01
3.026892E-02,5.045E-01
3.026942E-02,4.850E-01
3.026993E-02,5.045E-01
3.027043E-02,4.752E-01
3.027094E-02,4.850E-01
